Row,Range,Eastings(UTMzone17N),Northings(UTMzone17N)
26.5,23,340677.232,3832747.07
26.5,24,340678.772,3832751.43
26.5,25,340680.299,3832755.75
26.5,26,340681.82,3832760.05
26.5,27,340683.351,3832764.38
26.5,28,340684.835,3832768.58
26.5,29,340686.307,3832772.84
26.5,30,340687.805,3832777.07
26.5,31,340689.29,3832781.27
26.5,32,340690.812,3832785.58
27.5,1,340642.816,3832652.29
27.5,2,340644.341,3832656.59
