Plot ID,PI,RA1,RW,XofY
SF-BE-r2-p1929,PI_35038,9,85,1 of 4
SF-BE-r2-p1930,PI_35038,9,86,2 of 4
SF-BE-r2-p1931,PI_35038,9,87,3 of 4
SF-BE-r2-p1932,PI_35038,9,88,4 of 4
SF-BE-r2-p1933,PI_586443,9,89,1 of 4
SF-BE-r2-p1934,PI_586443,9,90,2 of 4
SF-BE-r2-p1935,PI_586443,9,91,3 of 4
SF-BE-r2-p1936,PI_586443,9,92,4 of 4
SF-BE-r2-p1937,PI_181083,9,93,1 of 4
SF-BE-r2-p1938,PI_181083,9,94,2 of 4
SF-BE-r2-p1939,PI_181083,9,95,3 of 4
SF-BE-r2-p1940,PI_181083,9,96,4 of 4
SF-BE-r2-p1941,FILL,9,97,1 of 4
SF-BE-r2-p1942,FILL,9,98,2 of 4
SF-BE-r2-p1943,FILL,9,99,3 of 4
SF-BE-r2-p1944,FILL,9,100,4 of 4
SF-BE-r2-p1945,PI_569447,10,49,1 of 4
SF-BE-r2-p1946,PI_569447,10,50,2 of 4
SF-BE-r2-p1947,PI_569447,10,51,3 of 4
SF-BE-r2-p1948,PI_569447,10,52,4 of 4
SF-BE-r2-p1949,PI_452542,10,53,1 of 4
SF-BE-r2-p1950,PI_452542,10,54,2 of 4
SF-BE-r2-p1951,PI_452542,10,55,3 of 4
SF-BE-r2-p1952,PI_452542,10,56,4 of 4
SF-BE-r2-p1953,PI_152728,10,57,1 of 4
SF-BE-r2-p1954,PI_152728,10,58,2 of 4
SF-BE-r2-p1955,PI_152728,10,59,3 of 4
SF-BE-r2-p1956,PI_152728,10,60,4 of 4
SF-BE-r2-p1957,PI_152967,10,61,1 of 4
SF-BE-r2-p1958,PI_152967,10,62,2 of 4
SF-BE-r2-p1959,PI_152967,10,63,3 of 4
SF-BE-r2-p1960,PI_152967,10,64,4 of 4
SF-BE-r2-p1961,PI_570110,10,65,1 of 4
SF-BE-r2-p1962,PI_570110,10,66,2 of 4
SF-BE-r2-p1963,PI_570110,10,67,3 of 4
SF-BE-r2-p1964,PI_570110,10,68,4 of 4
SF-BE-r2-p1965,PI_570114,10,69,1 of 4
SF-BE-r2-p1966,PI_570114,10,70,2 of 4
SF-BE-r2-p1967,PI_570114,10,71,3 of 4
SF-BE-r2-p1968,PI_570114,10,72,4 of 4
SF-BE-r2-p1969,PI_563021,10,73,1 of 4
SF-BE-r2-p1970,PI_563021,10,74,2 of 4
SF-BE-r2-p1971,PI_563021,10,75,3 of 4
SF-BE-r2-p1972,PI_563021,10,76,4 of 4
SF-BE-r2-p1973,PI_156463,10,77,1 of 4
SF-BE-r2-p1974,PI_156463,10,78,2 of 4
SF-BE-r2-p1975,PI_156463,10,79,3 of 4
SF-BE-r2-p1976,PI_156463,10,80,4 of 4
SF-BE-r2-p1977,PI_535795,10,81,1 of 4
SF-BE-r2-p1978,PI_535795,10,82,2 of 4
SF-BE-r2-p1979,PI_535795,10,83,3 of 4
SF-BE-r2-p1980,PI_535795,10,84,4 of 4
SF-BE-r2-p1981,PI_156890,10,85,1 of 4
SF-BE-r2-p1982,PI_156890,10,86,2 of 4
SF-BE-r2-p1983,PI_156890,10,87,3 of 4
SF-BE-r2-p1984,PI_156890,10,88,4 of 4
SF-BE-r2-p1985,PI_92270,10,89,1 of 4
SF-BE-r2-p1986,PI_92270,10,90,2 of 4
SF-BE-r2-p1987,PI_92270,10,91,3 of 4
SF-BE-r2-p1988,PI_92270,10,92,4 of 4
SF-BE-r2-p1989,PI_656065,10,93,1 of 4
SF-BE-r2-p1990,PI_656065,10,94,2 of 4
SF-BE-r2-p1991,PI_656065,10,95,3 of 4
SF-BE-r2-p1992,PI_656065,10,96,4 of 4
SF-BE-r2-p1993,FILL,10,97,1 of 4
SF-BE-r2-p1994,FILL,10,98,2 of 4
SF-BE-r2-p1995,FILL,10,99,3 of 4
SF-BE-r2-p1996,FILL,10,100,4 of 4
SF-BE-r2-p1997,PI_562781,11,49,1 of 4
SF-BE-r2-p1998,PI_562781,11,50,2 of 4
SF-BE-r2-p1999,PI_562781,11,51,3 of 4
SF-BE-r2-p2000,PI_562781,11,52,4 of 4
SF-BE-r2-p2001,PI_570109,11,53,1 of 4
SF-BE-r2-p2002,PI_570109,11,54,2 of 4
SF-BE-r2-p2003,PI_570109,11,55,3 of 4
SF-BE-r2-p2004,PI_570109,11,56,4 of 4
SF-BE-r2-p2005,PI_570038,11,57,1 of 4
SF-BE-r2-p2006,PI_570038,11,58,2 of 4
SF-BE-r2-p2007,PI_570038,11,59,3 of 4
SF-BE-r2-p2008,PI_570038,11,60,4 of 4
SF-BE-r2-p2009,PI_455280,11,61,1 of 4
SF-BE-r2-p2010,PI_455280,11,62,2 of 4
SF-BE-r2-p2011,PI_455280,11,63,3 of 4
SF-BE-r2-p2012,PI_455280,11,64,4 of 4
SF-BE-r2-p2013,PI_569416,11,65,1 of 4
SF-BE-r2-p2014,PI_569416,11,66,2 of 4
SF-BE-r2-p2015,PI_569416,11,67,3 of 4
SF-BE-r2-p2016,PI_569416,11,68,4 of 4
SF-BE-r2-p2017,PI_152923,11,69,1 of 4
SF-BE-r2-p2018,PI_152923,11,70,2 of 4
SF-BE-r2-p2019,PI_152923,11,71,3 of 4
SF-BE-r2-p2020,PI_152923,11,72,4 of 4
SF-BE-r2-p2021,PI_569419,11,73,1 of 4
SF-BE-r2-p2022,PI_569419,11,74,2 of 4
SF-BE-r2-p2023,PI_569419,11,75,3 of 4
SF-BE-r2-p2024,PI_569419,11,76,4 of 4
SF-BE-r2-p2025,PI_329519,11,77,1 of 4
SF-BE-r2-p2026,PI_329519,11,78,2 of 4
SF-BE-r2-p2027,PI_329519,11,79,3 of 4
SF-BE-r2-p2028,PI_329519,11,80,4 of 4
SF-BE-r2-p2029,PI_251672,11,81,1 of 4
SF-BE-r2-p2030,PI_251672,11,82,2 of 4
SF-BE-r2-p2031,PI_251672,11,83,3 of 4
SF-BE-r2-p2032,PI_251672,11,84,4 of 4
SF-BE-r2-p2033,PI_255744,11,85,1 of 4
SF-BE-r2-p2034,PI_255744,11,86,2 of 4
SF-BE-r2-p2035,PI_255744,11,87,3 of 4
SF-BE-r2-p2036,PI_255744,11,88,4 of 4
SF-BE-r2-p2037,PI_221548,11,89,1 of 4
SF-BE-r2-p2038,PI_221548,11,90,2 of 4
SF-BE-r2-p2039,PI_221548,11,91,3 of 4
SF-BE-r2-p2040,PI_221548,11,92,4 of 4
SF-BE-r2-p2041,PI_526905,11,93,1 of 4
SF-BE-r2-p2042,PI_526905,11,94,2 of 4
SF-BE-r2-p2043,PI_526905,11,95,3 of 4
SF-BE-r2-p2044,PI_526905,11,96,4 of 4
SF-BE-r2-p2045,FILL,11,97,1 of 4
SF-BE-r2-p2046,FILL,11,98,2 of 4
SF-BE-r2-p2047,FILL,11,99,3 of 4
SF-BE-r2-p2048,FILL,11,100,4 of 4
SF-BE-r2-p2049,PI_513898,12,49,1 of 4
SF-BE-r2-p2050,PI_513898,12,50,2 of 4
SF-BE-r2-p2051,PI_513898,12,51,3 of 4
SF-BE-r2-p2052,PI_513898,12,52,4 of 4
SF-BE-r2-p2053,PI_570074,12,53,1 of 4
SF-BE-r2-p2054,PI_570074,12,54,2 of 4
SF-BE-r2-p2055,PI_570074,12,55,3 of 4
SF-BE-r2-p2056,PI_570074,12,56,4 of 4
SF-BE-r2-p2057,PI_570400,12,57,1 of 4
SF-BE-r2-p2058,PI_570400,12,58,2 of 4
SF-BE-r2-p2059,PI_570400,12,59,3 of 4
SF-BE-r2-p2060,PI_570400,12,60,4 of 4
SF-BE-r2-p2061,PI_157035,12,61,1 of 4
SF-BE-r2-p2062,PI_157035,12,62,2 of 4
SF-BE-r2-p2063,PI_157035,12,63,3 of 4
SF-BE-r2-p2064,PI_157035,12,64,4 of 4
SF-BE-r2-p2065,PI_619807,12,65,1 of 4
SF-BE-r2-p2066,PI_619807,12,66,2 of 4
SF-BE-r2-p2067,PI_619807,12,67,3 of 4
SF-BE-r2-p2068,PI_619807,12,68,4 of 4
SF-BE-r2-p2069,PI_585961,12,69,1 of 4
SF-BE-r2-p2070,PI_585961,12,70,2 of 4
SF-BE-r2-p2071,PI_585961,12,71,3 of 4
SF-BE-r2-p2072,PI_585961,12,72,4 of 4
SF-BE-r2-p2073,PI_585966,12,73,1 of 4
SF-BE-r2-p2074,PI_585966,12,74,2 of 4
SF-BE-r2-p2075,PI_585966,12,75,3 of 4
SF-BE-r2-p2076,PI_585966,12,76,4 of 4
SF-BE-r2-p2077,PI_585461,12,77,1 of 4
SF-BE-r2-p2078,PI_585461,12,78,2 of 4
SF-BE-r2-p2079,PI_585461,12,79,3 of 4
SF-BE-r2-p2080,PI_585461,12,80,4 of 4
SF-BE-r2-p2081,PI_641860,12,81,1 of 4
SF-BE-r2-p2082,PI_641860,12,82,2 of 4
SF-BE-r2-p2083,PI_641860,12,83,3 of 4
SF-BE-r2-p2084,PI_641860,12,84,4 of 4
SF-BE-r2-p2085,PI_330199,12,85,1 of 4
SF-BE-r2-p2086,PI_330199,12,86,2 of 4
SF-BE-r2-p2087,PI_330199,12,87,3 of 4
SF-BE-r2-p2088,PI_330199,12,88,4 of 4
SF-BE-r2-p2089,PI_653617,12,89,1 of 4
SF-BE-r2-p2090,PI_653617,12,90,2 of 4
SF-BE-r2-p2091,PI_653617,12,91,3 of 4
SF-BE-r2-p2092,PI_653617,12,92,4 of 4
SF-BE-r2-p2093,PI_535793,12,93,1 of 4
SF-BE-r2-p2094,PI_535793,12,94,2 of 4
SF-BE-r2-p2095,PI_535793,12,95,3 of 4
SF-BE-r2-p2096,PI_535793,12,96,4 of 4
SF-BE-r2-p2097,FILL,12,97,1 of 4
SF-BE-r2-p2098,FILL,12,98,2 of 4
SF-BE-r2-p2099,FILL,12,99,3 of 4
SF-BE-r2-p2100,FILL,12,100,4 of 4
SF-BE-r2-p2101,PI_569452,13,49,1 of 4
SF-BE-r2-p2102,PI_569452,13,50,2 of 4
SF-BE-r2-p2103,PI_569452,13,51,3 of 4
SF-BE-r2-p2104,PI_569452,13,52,4 of 4
SF-BE-r2-p2105,PI_329333,13,53,1 of 4
SF-BE-r2-p2106,PI_329333,13,54,2 of 4
SF-BE-r2-p2107,PI_329333,13,55,3 of 4
SF-BE-r2-p2108,PI_329333,13,56,4 of 4
SF-BE-r2-p2109,PI_329510,13,57,1 of 4
SF-BE-r2-p2110,PI_329510,13,58,2 of 4
SF-BE-r2-p2111,PI_329510,13,59,3 of 4
SF-BE-r2-p2112,PI_329510,13,60,4 of 4
SF-BE-r2-p2113,PI_585954,13,61,1 of 4
SF-BE-r2-p2114,PI_585954,13,62,2 of 4
SF-BE-r2-p2115,PI_585954,13,63,3 of 4
SF-BE-r2-p2116,PI_585954,13,64,4 of 4
SF-BE-r2-p2117,PI_643008,13,65,1 of 4
SF-BE-r2-p2118,PI_643008,13,66,2 of 4
SF-BE-r2-p2119,PI_643008,13,67,3 of 4
SF-BE-r2-p2120,PI_643008,13,68,4 of 4
SF-BE-r2-p2121,PI_330803,13,69,1 of 4
SF-BE-r2-p2122,PI_330803,13,70,2 of 4
SF-BE-r2-p2123,PI_330803,13,71,3 of 4
SF-BE-r2-p2124,PI_330803,13,72,4 of 4
SF-BE-r2-p2125,PI_563331,13,73,1 of 4
SF-BE-r2-p2126,PI_563331,13,74,2 of 4
SF-BE-r2-p2127,PI_563331,13,75,3 of 4
SF-BE-r2-p2128,PI_563331,13,76,4 of 4
SF-BE-r2-p2129,PI_563020,13,77,1 of 4
SF-BE-r2-p2130,PI_563020,13,78,2 of 4
SF-BE-r2-p2131,PI_563020,13,79,3 of 4
SF-BE-r2-p2132,PI_563020,13,80,4 of 4
SF-BE-r2-p2133,PI_655981,13,81,1 of 4
SF-BE-r2-p2134,PI_655981,13,82,2 of 4
SF-BE-r2-p2135,PI_655981,13,83,3 of 4
SF-BE-r2-p2136,PI_655981,13,84,4 of 4
SF-BE-r2-p2137,PI_641835,13,85,1 of 4
SF-BE-r2-p2138,PI_641835,13,86,2 of 4
SF-BE-r2-p2139,PI_641835,13,87,3 of 4
SF-BE-r2-p2140,PI_641835,13,88,4 of 4
SF-BE-r2-p2141,PI_176766,13,89,1 of 4
SF-BE-r2-p2142,PI_176766,13,90,2 of 4
SF-BE-r2-p2143,PI_176766,13,91,3 of 4
SF-BE-r2-p2144,PI_176766,13,92,4 of 4
SF-BE-r2-p2145,PI_593916,13,93,1 of 4
SF-BE-r2-p2146,PI_593916,13,94,2 of 4
SF-BE-r2-p2147,PI_593916,13,95,3 of 4
SF-BE-r2-p2148,PI_593916,13,96,4 of 4
SF-BE-r2-p2149,FILL,13,97,1 of 4
SF-BE-r2-p2150,FILL,13,98,2 of 4
SF-BE-r2-p2151,FILL,13,99,3 of 4
SF-BE-r2-p2152,FILL,13,100,4 of 4
SF-BE-r2-p2153,PI_506069,14,49,1 of 4
SF-BE-r2-p2154,PI_506069,14,50,2 of 4
SF-BE-r2-p2155,PI_506069,14,51,3 of 4
SF-BE-r2-p2156,PI_506069,14,52,4 of 4
SF-BE-r2-p2157,PI_329841,14,53,1 of 4
SF-BE-r2-p2158,PI_329841,14,54,2 of 4
SF-BE-r2-p2159,PI_329841,14,55,3 of 4
SF-BE-r2-p2160,PI_329841,14,56,4 of 4
SF-BE-r2-p2161,PI_329511,14,57,1 of 4
SF-BE-r2-p2162,PI_329511,14,58,2 of 4
SF-BE-r2-p2163,PI_329511,14,59,3 of 4
SF-BE-r2-p2164,PI_329511,14,60,4 of 4
SF-BE-r2-p2165,PI_329403,14,61,1 of 4
SF-BE-r2-p2166,PI_329403,14,62,2 of 4
SF-BE-r2-p2167,PI_329403,14,63,3 of 4
SF-BE-r2-p2168,PI_329403,14,64,4 of 4
SF-BE-r2-p2169,PI_569425,14,65,1 of 4
SF-BE-r2-p2170,PI_569425,14,66,2 of 4
SF-BE-r2-p2171,PI_569425,14,67,3 of 4
SF-BE-r2-p2172,PI_569425,14,68,4 of 4
SF-BE-r2-p2173,PI_570087,14,69,1 of 4
SF-BE-r2-p2174,PI_570087,14,70,2 of 4
SF-BE-r2-p2175,PI_570087,14,71,3 of 4
SF-BE-r2-p2176,PI_570087,14,72,4 of 4
SF-BE-r2-p2177,PI_643016,14,73,1 of 4
SF-BE-r2-p2178,PI_643016,14,74,2 of 4
SF-BE-r2-p2179,PI_643016,14,75,3 of 4
SF-BE-r2-p2180,PI_643016,14,76,4 of 4
SF-BE-r2-p2181,PI_563348,14,77,1 of 4
SF-BE-r2-p2182,PI_563348,14,78,2 of 4
SF-BE-r2-p2183,PI_563348,14,79,3 of 4
SF-BE-r2-p2184,PI_563348,14,80,4 of 4
SF-BE-r2-p2185,PI_651496,14,81,1 of 4
SF-BE-r2-p2186,PI_651496,14,82,2 of 4
SF-BE-r2-p2187,PI_651496,14,83,3 of 4
SF-BE-r2-p2188,PI_651496,14,84,4 of 4
SF-BE-r2-p2189,PI_641817,14,85,1 of 4
SF-BE-r2-p2190,PI_641817,14,86,2 of 4
SF-BE-r2-p2191,PI_641817,14,87,3 of 4
SF-BE-r2-p2192,PI_641817,14,88,4 of 4
SF-BE-r2-p2193,PI_641810,14,89,1 of 4
SF-BE-r2-p2194,PI_641810,14,90,2 of 4
SF-BE-r2-p2195,PI_641810,14,91,3 of 4
SF-BE-r2-p2196,PI_641810,14,92,4 of 4
SF-BE-r2-p2197,PI_550604,14,93,1 of 4
SF-BE-r2-p2198,PI_550604,14,94,2 of 4
SF-BE-r2-p2199,PI_550604,14,95,3 of 4
SF-BE-r2-p2200,PI_550604,14,96,4 of 4
SF-BE-r2-p2201,FILL,14,97,1 of 4
SF-BE-r2-p2202,FILL,14,98,2 of 4
SF-BE-r2-p2203,FILL,14,99,3 of 4
SF-BE-r2-p2204,FILL,14,100,4 of 4
SF-BE-r2-p2205,PI_563329,15,49,1 of 4
SF-BE-r2-p2206,PI_563329,15,50,2 of 4
SF-BE-r2-p2207,PI_563329,15,51,3 of 4
SF-BE-r2-p2208,PI_563329,15,52,4 of 4
SF-BE-r2-p2209,PI_506122,15,53,1 of 4
SF-BE-r2-p2210,PI_506122,15,54,2 of 4
SF-BE-r2-p2211,PI_506122,15,55,3 of 4
SF-BE-r2-p2212,PI_506122,15,56,4 of 4
SF-BE-r2-p2213,PI_455301,15,57,1 of 4
SF-BE-r2-p2214,PI_455301,15,58,2 of 4
SF-BE-r2-p2215,PI_455301,15,59,3 of 4
SF-BE-r2-p2216,PI_455301,15,60,4 of 4
SF-BE-r2-p2217,PI_570075,15,61,1 of 4
SF-BE-r2-p2218,PI_570075,15,62,2 of 4
SF-BE-r2-p2219,PI_570075,15,63,3 of 4
SF-BE-r2-p2220,PI_570075,15,64,4 of 4
SF-BE-r2-p2221,PI_585406,15,65,1 of 4
SF-BE-r2-p2222,PI_585406,15,66,2 of 4
SF-BE-r2-p2223,PI_585406,15,67,3 of 4
SF-BE-r2-p2224,PI_585406,15,68,4 of 4
SF-BE-r2-p2225,PI_569148,15,69,1 of 4
SF-BE-r2-p2226,PI_569148,15,70,2 of 4
SF-BE-r2-p2227,PI_569148,15,71,3 of 4
SF-BE-r2-p2228,PI_569148,15,72,4 of 4
SF-BE-r2-p2229,PI_641909,15,73,1 of 4
SF-BE-r2-p2230,PI_641909,15,74,2 of 4
SF-BE-r2-p2231,PI_641909,15,75,3 of 4
SF-BE-r2-p2232,PI_641909,15,76,4 of 4
SF-BE-r2-p2233,PI_510757,15,77,1 of 4
SF-BE-r2-p2234,PI_510757,15,78,2 of 4
SF-BE-r2-p2235,PI_510757,15,79,3 of 4
SF-BE-r2-p2236,PI_510757,15,80,4 of 4
SF-BE-r2-p2237,PI_651495,15,81,1 of 4
SF-BE-r2-p2238,PI_651495,15,82,2 of 4
SF-BE-r2-p2239,PI_651495,15,83,3 of 4
SF-BE-r2-p2240,PI_651495,15,84,4 of 4
SF-BE-r2-p2241,PI_641830,15,85,1 of 4
SF-BE-r2-p2242,PI_641830,15,86,2 of 4
SF-BE-r2-p2243,PI_641830,15,87,3 of 4
SF-BE-r2-p2244,PI_641830,15,88,4 of 4
SF-BE-r2-p2245,PI_179749,15,89,1 of 4
SF-BE-r2-p2246,PI_179749,15,90,2 of 4
SF-BE-r2-p2247,PI_179749,15,91,3 of 4
SF-BE-r2-p2248,PI_179749,15,92,4 of 4
SF-BE-r2-p2249,PI_534165,15,93,1 of 4
SF-BE-r2-p2250,PI_534165,15,94,2 of 4
SF-BE-r2-p2251,PI_534165,15,95,3 of 4
SF-BE-r2-p2252,PI_534165,15,96,4 of 4
SF-BE-r2-p2253,FILL,15,97,1 of 4
SF-BE-r2-p2254,FILL,15,98,2 of 4
SF-BE-r2-p2255,FILL,15,99,3 of 4
SF-BE-r2-p2256,FILL,15,100,4 of 4
SF-BE-r2-p2257,PI_562981,16,49,1 of 4
SF-BE-r2-p2258,PI_562981,16,50,2 of 4
SF-BE-r2-p2259,PI_562981,16,51,3 of 4
SF-BE-r2-p2260,PI_562981,16,52,4 of 4
SF-BE-r2-p2261,PI_155885,16,53,1 of 4
SF-BE-r2-p2262,PI_155885,16,54,2 of 4
SF-BE-r2-p2263,PI_155885,16,55,3 of 4
SF-BE-r2-p2264,PI_155885,16,56,4 of 4
SF-BE-r2-p2265,PI_569453,16,57,1 of 4
SF-BE-r2-p2266,PI_569453,16,58,2 of 4
SF-BE-r2-p2267,PI_569453,16,59,3 of 4
SF-BE-r2-p2268,PI_569453,16,60,4 of 4
SF-BE-r2-p2269,PI_329471,16,61,1 of 4
SF-BE-r2-p2270,PI_329471,16,62,2 of 4
SF-BE-r2-p2271,PI_329471,16,63,3 of 4
SF-BE-r2-p2272,PI_329471,16,64,4 of 4
SF-BE-r2-p2273,PI_452692,16,65,1 of 4
SF-BE-r2-p2274,PI_452692,16,66,2 of 4
SF-BE-r2-p2275,PI_452692,16,67,3 of 4
SF-BE-r2-p2276,PI_452692,16,68,4 of 4
SF-BE-r2-p2277,PI_329545,16,69,1 of 4
SF-BE-r2-p2278,PI_329545,16,70,2 of 4
SF-BE-r2-p2279,PI_329545,16,71,3 of 4
SF-BE-r2-p2280,PI_329545,16,72,4 of 4
SF-BE-r2-p2281,PI_152733,16,73,1 of 4
SF-BE-r2-p2282,PI_152733,16,74,2 of 4
SF-BE-r2-p2283,PI_152733,16,75,3 of 4
SF-BE-r2-p2284,PI_152733,16,76,4 of 4
SF-BE-r2-p2285,PI_337689,16,77,1 of 4
SF-BE-r2-p2286,PI_337689,16,78,2 of 4
SF-BE-r2-p2287,PI_337689,16,79,3 of 4
SF-BE-r2-p2288,PI_337689,16,80,4 of 4
SF-BE-r2-p2289,PI_651497,16,81,1 of 4
SF-BE-r2-p2290,PI_651497,16,82,2 of 4
SF-BE-r2-p2291,PI_651497,16,83,3 of 4
SF-BE-r2-p2292,PI_651497,16,84,4 of 4
SF-BE-r2-p2293,PI_144134,16,85,1 of 4
SF-BE-r2-p2294,PI_144134,16,86,2 of 4
SF-BE-r2-p2295,PI_144134,16,87,3 of 4
SF-BE-r2-p2296,PI_144134,16,88,4 of 4
SF-BE-r2-p2297,PI_641836,16,89,1 of 4
SF-BE-r2-p2298,PI_641836,16,90,2 of 4
SF-BE-r2-p2299,PI_641836,16,91,3 of 4
SF-BE-r2-p2300,PI_641836,16,92,4 of 4
SF-BE-r2-p2301,PI_542718,16,93,1 of 4
SF-BE-r2-p2302,PI_542718,16,94,2 of 4
SF-BE-r2-p2303,PI_542718,16,95,3 of 4
SF-BE-r2-p2304,PI_542718,16,96,4 of 4
SF-BE-r2-p2305,FILL,16,97,1 of 4
SF-BE-r2-p2306,FILL,16,98,2 of 4
SF-BE-r2-p2307,FILL,16,99,3 of 4
SF-BE-r2-p2308,FILL,16,100,4 of 4
SF-BE-r2-p2309,PI_521280,17,49,1 of 4
SF-BE-r2-p2310,PI_521280,17,50,2 of 4
SF-BE-r2-p2311,PI_521280,17,51,3 of 4
SF-BE-r2-p2312,PI_521280,17,52,4 of 4
SF-BE-r2-p2313,PI_569097,17,53,1 of 4
SF-BE-r2-p2314,PI_569097,17,54,2 of 4
SF-BE-r2-p2315,PI_569097,17,55,3 of 4
SF-BE-r2-p2316,PI_569097,17,56,4 of 4
SF-BE-r2-p2317,PI_329585,17,57,1 of 4
SF-BE-r2-p2318,PI_329585,17,58,2 of 4
SF-BE-r2-p2319,PI_329585,17,59,3 of 4
SF-BE-r2-p2320,PI_329585,17,60,4 of 4
SF-BE-r2-p2321,PI_505722,17,61,1 of 4
SF-BE-r2-p2322,PI_505722,17,62,2 of 4
SF-BE-r2-p2323,PI_505722,17,63,3 of 4
SF-BE-r2-p2324,PI_505722,17,64,4 of 4
SF-BE-r2-p2325,PI_156217,17,65,1 of 4
SF-BE-r2-p2326,PI_156217,17,66,2 of 4
SF-BE-r2-p2327,PI_156217,17,67,3 of 4
SF-BE-r2-p2328,PI_156217,17,68,4 of 4
SF-BE-r2-p2329,PI_221651,17,69,1 of 4
SF-BE-r2-p2330,PI_221651,17,70,2 of 4
SF-BE-r2-p2331,PI_221651,17,71,3 of 4
SF-BE-r2-p2332,PI_221651,17,72,4 of 4
SF-BE-r2-p2333,PI_521152,17,73,1 of 4
SF-BE-r2-p2334,PI_521152,17,74,2 of 4
SF-BE-r2-p2335,PI_521152,17,75,3 of 4
SF-BE-r2-p2336,PI_521152,17,76,4 of 4
SF-BE-r2-p2337,PI_570145,17,77,1 of 4
SF-BE-r2-p2338,PI_570145,17,78,2 of 4
SF-BE-r2-p2339,PI_570145,17,79,3 of 4
SF-BE-r2-p2340,PI_570145,17,80,4 of 4
SF-BE-r2-p2341,PI_226096,17,81,1 of 4
SF-BE-r2-p2342,PI_226096,17,82,2 of 4
SF-BE-r2-p2343,PI_226096,17,83,3 of 4
SF-BE-r2-p2344,PI_226096,17,84,4 of 4
SF-BE-r2-p2345,CHECK,17,85,1 of 4
SF-BE-r2-p2346,CHECK,17,86,2 of 4
SF-BE-r2-p2347,CHECK,17,87,3 of 4
SF-BE-r2-p2348,CHECK,17,88,4 of 4
SF-BE-r2-p2349,PI_641815,17,89,1 of 4
SF-BE-r2-p2350,PI_641815,17,90,2 of 4
SF-BE-r2-p2351,PI_641815,17,91,3 of 4
SF-BE-r2-p2352,PI_641815,17,92,4 of 4
SF-BE-r2-p2353,PI_655972,17,93,1 of 4
SF-BE-r2-p2354,PI_655972,17,94,2 of 4
SF-BE-r2-p2355,PI_655972,17,95,3 of 4
SF-BE-r2-p2356,PI_655972,17,96,4 of 4
SF-BE-r2-p2357,FILL,17,97,1 of 4
SF-BE-r2-p2358,FILL,17,98,2 of 4
SF-BE-r2-p2359,FILL,17,99,3 of 4
SF-BE-r2-p2360,FILL,17,100,4 of 4
SF-BE-r2-p2361,PI_330195,18,49,1 of 4
SF-BE-r2-p2362,PI_330195,18,50,2 of 4
SF-BE-r2-p2363,PI_330195,18,51,3 of 4
SF-BE-r2-p2364,PI_330195,18,52,4 of 4
SF-BE-r2-p2365,PI_329286,18,53,1 of 4
SF-BE-r2-p2366,PI_329286,18,54,2 of 4
SF-BE-r2-p2367,PI_329286,18,55,3 of 4
SF-BE-r2-p2368,PI_329286,18,56,4 of 4
SF-BE-r2-p2369,PI_329465,18,57,1 of 4
SF-BE-r2-p2370,PI_329465,18,58,2 of 4
SF-BE-r2-p2371,PI_329465,18,59,3 of 4
SF-BE-r2-p2372,PI_329465,18,60,4 of 4
SF-BE-r2-p2373,PI_330182,18,61,1 of 4
SF-BE-r2-p2374,PI_330182,18,62,2 of 4
SF-BE-r2-p2375,PI_330182,18,63,3 of 4
SF-BE-r2-p2376,PI_330182,18,64,4 of 4
SF-BE-r2-p2377,PI_569886,18,65,1 of 4
SF-BE-r2-p2378,PI_569886,18,66,2 of 4
SF-BE-r2-p2379,PI_569886,18,67,3 of 4
SF-BE-r2-p2380,PI_569886,18,68,4 of 4
SF-BE-r2-p2381,PI_562997,18,69,1 of 4
SF-BE-r2-p2382,PI_562997,18,70,2 of 4
SF-BE-r2-p2383,PI_562997,18,71,3 of 4
SF-BE-r2-p2384,PI_562997,18,72,4 of 4
SF-BE-r2-p2385,CHECK,18,73,1 of 4
SF-BE-r2-p2386,CHECK,18,74,2 of 4
SF-BE-r2-p2387,CHECK,18,75,3 of 4
SF-BE-r2-p2388,CHECK,18,76,4 of 4
SF-BE-r2-p2389,PI_563350,18,77,1 of 4
SF-BE-r2-p2390,PI_563350,18,78,2 of 4
SF-BE-r2-p2391,PI_563350,18,79,3 of 4
SF-BE-r2-p2392,PI_563350,18,80,4 of 4
SF-BE-r2-p2393,PI_170787,18,81,1 of 4
SF-BE-r2-p2394,PI_170787,18,82,2 of 4
SF-BE-r2-p2395,PI_170787,18,83,3 of 4
SF-BE-r2-p2396,PI_170787,18,84,4 of 4
SF-BE-r2-p2397,PI_505735,18,85,1 of 4
SF-BE-r2-p2398,PI_505735,18,86,2 of 4
SF-BE-r2-p2399,PI_505735,18,87,3 of 4
SF-BE-r2-p2400,PI_505735,18,88,4 of 4
SF-BE-r2-p2401,PI_152771,18,89,1 of 4
SF-BE-r2-p2402,PI_152771,18,90,2 of 4
SF-BE-r2-p2403,PI_152771,18,91,3 of 4
SF-BE-r2-p2404,PI_152771,18,92,4 of 4
SF-BE-r2-p2405,PI_656015,18,93,1 of 4
SF-BE-r2-p2406,PI_656015,18,94,2 of 4
SF-BE-r2-p2407,PI_656015,18,95,3 of 4
SF-BE-r2-p2408,PI_656015,18,96,4 of 4
SF-BE-r2-p2409,FILL,18,97,1 of 4
SF-BE-r2-p2410,FILL,18,98,2 of 4
SF-BE-r2-p2411,FILL,18,99,3 of 4
SF-BE-r2-p2412,FILL,18,100,4 of 4
SF-BE-r2-p2413,PI_585608,19,49,1 of 4
