Sample ID,ADF,AD-ICP,Adj_CP,aNDFom,Ash,Crude protein,DCAD,Dry Matter,EE Fat,Lignin,NEG OARDC,NEL3x ADF,NEL3x OARDC,NEM OARDC,NFC,SPCP,Starch,TDN OARDC,WSC Sugar,Cellulose,Hemicellulose
SF16-BE-r2-p2407,43.33,0.83,11.99,68.24,1.68,8.33,5.95,90.46,1.03,5.25,31.07,80.1,59.25,56.15,18.98,4.87,0.48,68.89,12.51,38.08,27.43
SF16-BE-r2-p2415,36.72,0.7,13.23,62.73,2.98,9.87,6.83,91.31,1,4.77,34.76,76.61,61.39,60.15,22.66,73.19,0.94,69.09,15.67,31.95,28.51
SF16-BE-r2-p2419,39.66,0.69,13.1,65.89,2.26,9.46,20.11,91.27,1.09,4.2,34.21,85.94,60.47,57.95,19.27,61.87,0.12,73.56,9.41,35.46,28.42
SF16-BE-r2-p2423,36.65,0.69,15.04,61.42,1.62,11.88,8.31,91.21,1.06,3.95,38.14,79.17,63.12,63.28,22.98,104.23,0.9,73.13,14.78,32.7,27.06
SF16-BE-r2-p2427,37.42,0.71,14.24,62.57,2,11.65,7.88,91.02,1.03,5.51,34.87,76.49,60.92,60.13,22.58,94.09,0.69,69.64,14.52,31.91,27.56
SF16-BE-r2-p2431,35.98,0.57,7.99,62.26,3.23,6.71,25.74,91.73,0.89,5.72,31.46,67.4,60.09,55.83,26.77,54.62,0.49,63.9,17.83,30.26,27.7
SF16-BE-r2-p2435,34.55,0.65,13.82,59.56,3.44,12.87,18.8,92.63,0.92,3.87,35.94,72.04,62.15,62.67,26.62,125.17,1.16,64.67,14.73,30.68,27.27
SF16-BE-r2-p2439,30.98,0.55,10.33,56.09,3.15,8.6,27.44,91.46,0.91,4.99,35.38,69.15,62.78,61.18,30.71,75.66,0.8,65.47,20.96,25.99,26.56
SF16-BE-r2-p2443,37.6,0.6,9.39,64.41,3.58,8.44,24.27,91.62,1,5.69,30.67,71.34,58.86,54.48,23.47,70.24,0.33,64.98,12.59,31.91,28.44
SF16-BE-r2-p2447,29.49,0.55,5.14,55.43,2.8,3.23,25.09,90.58,0.87,4.82,36.35,71.13,64.25,61.5,36.39,4.48,0.44,68.58,28.04,24.67,27.33
SF16-BE-r2-p2451,26.41,0.51,5,48.8,1.97,4.87,13.84,92.44,0.88,4.91,39.74,69.9,68.21,65.4,42.57,45.42,1.32,67.15,38.1,21.5,23.17
SF16-BE-r2-p2459,41.08,0.69,6.2,69.39,3.79,4.11,32.07,92.65,0.92,7.02,24.66,67.13,54.63,47.92,21.41,0.61,0.01,59.13,11.26,34.06,29.15
SF16-BE-r2-p2463,46.38,0.86,9.01,72.72,3.16,6.02,10.43,91.16,1.06,5.16,27.6,73.71,56.91,51.48,15.45,-11.36,0.06,62.99,8.77,41.22,28.1
SF16-BE-r2-p2467,35.46,0.61,9.96,60.59,3.1,7.3,27.49,92.33,0.87,6.79,30.23,65.99,58.67,54.59,27.19,55.43,0.59,61.78,16.69,28.67,25.42
SF16-BE-r2-p2471,38.46,0.7,13.68,64.3,3.29,11.5,8.49,91.61,1.05,4.51,34.03,74.57,60.15,58.59,20.27,88.8,1.12,65.99,12.92,33.95,27.71
SF16-BE-r2-p2475,40.39,0.69,15.67,65.4,1.14,12.69,11.32,90.63,1.12,2.8,38.86,84.85,63.59,63.04,19.02,90.5,0.36,73.53,11.24,37.59,27.25
SF16-BE-r2-p2479,35.7,0.62,11.74,62.91,3.94,10.01,25.08,91.38,1.03,4.91,32.5,72.29,60.02,57.51,23.15,92.61,0.16,66.32,12.32,30.79,29.16
SF16-BE-r2-p2483,37.03,0.63,11.11,63.87,3.77,8.56,27.56,91.83,0.95,5.8,30.03,71.52,58.25,53.84,22.66,49.31,0.37,64.07,13.12,31.23,28.23
SF16-BE-r2-p2487,34.28,0.64,12.93,59.11,2.67,9.74,14.86,91.65,0.93,6.04,34.16,71.32,60.81,59.59,26.44,82.28,0.8,66.94,18.48,28.24,26.71
SF16-BE-r2-p2491,35.59,0.59,13.6,62.59,1.75,11.73,30.87,90.27,1.08,2.32,39.24,88.79,64.58,62.63,21.99,90.43,-0.15,76.58,9.4,33.27,29.66
SF16-BE-r2-p2495,37.06,0.71,14.83,60.34,2.09,12.74,8.17,92.33,0.99,2.82,38.51,72.71,64.35,65.8,27.16,100.37,1.23,68.23,18.47,34.24,25.81
SF16-BE-r2-p2503,34.76,0.49,6.39,59.64,2.23,4.66,17.98,92.01,0.8,5.97,32.27,65.92,61.79,57.88,32.07,39.47,0.68,63.14,23.41,28.79,26.22
SF16-BE-r2-p2507,32.53,0.61,6.3,57.75,2.7,6.23,20.81,90.62,0.92,5.89,34.48,69.9,61.8,59.14,33.54,51.86,0.36,64.72,23.84,26.64,27.09
SF16-BE-r2-p2511,35.34,0.72,9.25,61.45,2.69,6.75,20.66,90.68,0.9,6.72,30.72,73.12,59.19,56.31,29.31,18.45,0.32,63.73,18.64,28.62,27.49
SF16-BE-r2-p2515,45.35,0.83,11.12,70.48,2.87,7.34,5.98,90.97,1.15,4.92,29.67,80.07,57.91,54.38,17.79,28.73,-0.07,67.12,11.35,40.43,27.32
SF16-BE-r2-p2519,37.69,0.69,13.88,62.52,2.25,10.46,10.48,91.25,1.05,3.84,36.23,73.91,61.94,61.44,23.96,76.47,0.75,68.98,16.47,33.85,26.67
SF16-BE-r2-p2523,34.77,0.59,14.43,61.86,2.91,13.16,22.05,92.01,0.97,4.49,35.3,72.25,61.68,60.13,19.86,127.8,1.09,66.28,9.53,30.28,29.25
SF16-BE-r2-p2527,33.8,0.49,7.46,60.24,2.88,7.2,28.96,91.24,0.84,5.06,34.28,65.55,63.02,59.69,29.82,71.26,0.24,63.87,20.2,28.74,28
SF16-BE-r2-p2531,37.9,0.66,14.96,63.35,0.94,12.06,19.35,90.7,1.05,2.39,39.58,79.32,64.81,64.36,21.53,81.96,0.54,73.16,13.68,35.51,27.55
SF16-BE-r2-p2539,40.61,0.7,16.23,65.19,0.01,11.73,2.61,90.57,1.12,2.87,40.06,91.06,64.65,63.73,18.48,81.79,0.53,79.89,12.73,37.74,27.58
SF16-BE-r2-p2543,40.08,0.69,12.92,67.02,1.94,9.2,16.62,91.51,1.02,4.34,33.76,83.31,60.81,57.13,17.18,42.99,0.65,72.98,10.94,35.74,28.92
SF16-BE-r2-p2547,37.48,0.5,11.1,64.06,2.01,9.67,24.63,92.1,0.92,4.63,33.93,69.08,62.32,58.65,23.49,90,0.63,65.15,13.9,32.85,28.44
SF16-BE-r2-p2551,33.67,0.6,6.93,58.67,2.39,5.94,21.92,91.5,0.89,5.49,34.64,69.12,62.05,58.97,29.67,36.45,0.9,66.21,22.22,28.18,26.3
SF16-BE-r2-p2555,32.84,0.54,5.27,55.85,2.99,7.2,27.27,90.89,0.87,4.34,37.26,68.5,64.24,60.17,30.12,58.46,1.09,66.28,21.98,28.5,24.26
SF16-BE-r2-p2559,33.57,0.65,5.73,60.19,3.11,4.23,27.92,91.31,0.85,5.56,32.41,69.15,60.87,57.38,32.12,-1.04,0.52,62.89,22.01,28.01,27.42
SF16-BE-r2-p2571,33.25,0.5,10.48,59.68,3.15,8.87,29.55,91.62,0.88,4.65,34.64,68.13,62.44,60.29,28.71,86.32,0.45,64.54,16.76,28.6,28.37
SF16-BE-r2-p2575,37.3,0.74,18.75,59.77,-0.3,16.08,5.06,90.83,1.11,1.42,45.49,74.82,67.93,72.34,23.55,135.06,1.11,74.01,16.75,35.88,24.87
SF16-BE-r2-p2579,35.13,0.55,8.4,61.26,3.47,7.28,26.27,91.97,0.88,5.18,32.01,63.93,60.79,57.26,26.81,61.93,0.76,61.84,18.13,29.95,28.04
SF16-BE-r2-p2583,37.79,0.62,15.86,61.67,1.34,13.63,18.71,91.55,1.05,2.28,39.96,70.16,64.78,65.93,22.44,127.6,0.74,68.76,14.17,35.51,25.77
SF16-BE-r2-p2587,35.43,0.7,14.76,55.06,2.35,13.23,9.99,91.41,0.99,3.09,39.47,72.76,63.96,65.3,26.44,107.62,1.44,67.26,17.82,32.34,23.3
SF16-BE-r2-p2591,35.85,0.65,12.93,61.69,2.26,10.64,12.05,91.51,0.96,4.36,36.16,74.66,62.51,60.68,22.28,72.73,1.17,68.69,15.68,31.49,27.83
SF16-BE-r2-p2595,28.98,0.45,5.97,53.59,2.15,7.11,32.96,89.26,0.93,2.28,42.36,83.17,68.56,65.37,33.34,48.85,0.22,77.01,21.14,26.7,27.43
SF16-BE-r2-p2599,34.19,0.58,11.34,59.74,3.36,9.65,27.16,92.15,0.93,5.55,32.69,67.01,60.24,58.07,25.79,84.92,0.84,62.54,16.31,28.64,27.15
SF16-BE-r2-p2603,32.56,0.53,6.82,55.16,3.28,5.9,22.37,91.56,0.86,5.94,33.44,67.59,61.56,58.49,34.45,63.17,0.5,63.36,22.28,26.62,26
SF16-BE-r2-p2607,29.38,0.55,6.95,54.02,2.78,5.63,23.87,91.33,0.82,5.12,36.36,68.27,63.83,61.59,35.18,36.52,1.03,66.56,26.49,24.26,26.06
SF16-BE-r2-p2611,28.72,0.53,6.94,52.73,2.68,5.85,29.08,91.56,0.81,4.8,36.72,68.51,64.75,63.31,36.47,44.04,1.08,66.53,26.28,23.92,25.18
SF16-BE-r2-p2615,35.21,0.74,6.91,58.67,3.45,7.42,18.63,89.63,0.98,4.83,35.13,77.73,62.05,59.05,29.2,24.5,0.64,66.58,20.1,30.38,25.1
SF16-BE-r2-p2623,35.33,0.62,9.84,62.7,3.88,9.02,27.87,91.7,0.96,5.93,31,67.84,58.7,55.68,24.44,76.21,0.44,62.15,13.19,29.4,29.15
SF16-BE-r2-p2631,35.22,0.63,15.21,61.48,1.04,13.24,15.3,90.26,1.01,1.92,41.53,86.27,66.41,65.4,20.3,83.81,1.06,74.36,13.5,33.3,28.46
SF16-BE-r2-p2635,36.69,0.66,12.31,64.12,3.37,10.01,16.51,91.52,1.02,4.31,34.26,76.79,60.97,58.8,20.49,77.46,0.74,67.64,12.17,32.38,29.84
SF16-BE-r2-p2639,36.2,0.7,13.4,60.62,2.39,11.17,6.82,91.08,1.03,4.08,37.08,75.5,62.51,62.13,24.12,88.95,0.99,69.21,15.91,32.12,26.66
SF16-BE-r2-p2643,35.86,0.52,7.46,61.86,1.69,4.84,24.38,92.08,0.82,5.99,31.99,67.75,60.99,55.74,29.72,28.03,0.58,64.63,19.81,29.87,26.8
SF16-BE-r2-p2647,35.72,0.6,15.12,60.74,2.56,13.24,15.03,91.46,1.01,4.09,36.56,71.18,62.79,62.1,21.24,120.4,0.98,66.76,14.36,31.63,27.5
SF16-BE-r2-p2651,37.37,0.57,7.31,62.76,4.11,6.55,21.42,92.35,0.93,6.01,29.5,63.9,58.61,54.52,27.57,75.9,0.44,59.54,16.38,31.36,27.61
SF16-BE-r2-p2655,29.57,0.49,5.96,53.41,2.9,4.57,26.6,91.4,0.84,5.33,34.98,68.21,63.63,60.56,37.22,26.41,0.79,65.88,25.95,24.24,25.2
SF16-BE-r2-p2659,34.51,0.56,7.47,60.26,2.78,5.33,23.95,92.37,0.85,5.84,31.74,64.33,60.54,56.9,29.19,33.69,0.84,62.03,20.12,28.67,27.1
SF16-BE-r2-p2667,37.27,0.69,10.2,64.29,3.81,10.09,28.56,91.26,1.04,4.98,32.63,69.07,59.82,57.36,22.15,80.35,0.06,63.33,11.47,32.29,28.31
SF16-BE-r2-p2675,34.43,0.5,13.59,60.88,3.13,13.48,32.16,91.1,1.01,2.89,37.65,72.75,64.06,63.22,22.78,134.93,0.43,68.01,10.52,31.54,29.06
SF16-BE-r2-p2679,29.95,0.63,14.19,53.93,1.44,12.15,14.44,90.97,0.94,3.68,41.91,71.63,66.82,68.74,28.59,117.46,1.33,71.75,21.93,26.27,26.3
SF16-BE-r2-p2683,33.81,0.6,13.62,59.47,2.49,11.97,21.75,91.19,1,4.28,37.15,70.44,63.14,62.47,25.51,115.17,0.63,67.79,15.73,29.53,27.84
SF16-BE-r2-p2691,33.85,0.51,7.95,58.46,2.8,7.24,27.4,91.12,0.85,5.55,33.34,68.69,61.91,57.54,29.97,50.95,0.61,65.54,20.38,28.3,25.76
SF16-BE-r2-p2695,37.62,0.58,9.27,63.76,3.41,7.27,25.83,92.5,0.92,4.9,31.65,64.71,60.27,56.69,24.28,63.94,0.49,61.26,15.51,32.72,27.63
SF16-BE-r2-p2699,38.21,0.68,13.72,63.14,2.09,11.24,6.33,91.07,1.09,3.83,37.25,78.12,62.54,61.79,21.73,99.84,0.62,71.67,14.57,34.38,27.51
SF16-BE-r2-p2703,36.25,0.63,12.83,62.66,2.99,10.76,15.06,91.54,1,5.17,33.95,73.23,60.39,58.41,23.05,98.68,0.69,66.88,13.33,31.08,28.51
SF16-BE-r2-p2707,27.18,0.49,7.7,52.68,2.91,6.84,31.79,91.03,0.83,4.81,37.68,69.98,64.9,63.32,36.61,58.9,0.88,67.46,23.48,22.37,26.29
SF16-BE-r2-p2711,32.07,0.63,7.5,57.3,3.17,4.71,15.94,91.75,0.89,4.65,35.09,69.6,62.69,60.87,31.68,19.68,1.05,66.46,23.05,27.42,26.26
SF16-BE-r2-p2715,32.38,0.65,9.3,57.86,2.35,6.89,16.93,91.3,0.89,5.57,34.98,70.62,61.99,60.51,30.83,31.37,0.96,66.58,22.14,26.81,26.93
SF16-BE-r2-p2719,38.99,0.66,9.87,66.78,3.21,8.28,30.3,92.4,0.96,4.9,31.19,67.99,59.04,55.66,20.11,53.26,0.48,62.55,11.12,34.09,28.99
SF16-BE-r2-p2723,37.11,0.69,8.18,64.98,3.82,4.88,23.22,91.67,0.9,6.82,27.66,72.08,57.06,52.2,25.61,5.7,0.19,62.08,16.09,30.29,29.05
SF16-BE-r2-p2727,39.69,0.67,16.02,64.16,-0.27,11.38,9.22,90.8,1.1,2.57,40.46,88.99,65.17,64.43,20.34,78.37,0.53,79.47,13.53,37.12,27.18
SF16-BE-r2-p2731,34.54,0.61,16.24,58.87,-1.16,13.39,25.48,90.57,1.03,0.88,46.16,78.98,69.04,71.48,28.25,110.84,0.43,76.15,17.3,33.66,26.44
SF16-BE-r2-p2735,37.27,0.71,14.93,62.42,1.3,12.51,1.1,90.88,1.03,4.78,37.33,79.76,62.55,62.38,21.39,96.67,1.09,71.54,14.6,32.49,27.82
SF16-BE-r2-p2739,37.03,0.59,21.08,60.1,-1.78,17.88,26.6,89.91,1.13,-1.12,50.15,80.98,72.12,76.47,25.24,171.58,-0.15,80.03,12.84,38.15,25.46
SF16-BE-r2-p2743,37.35,0.56,12.68,63.89,3.2,10.99,19.96,91.61,1.02,3.99,34.33,68.48,61.86,59.57,21.54,109.93,0.37,65.61,12.49,33.36,29.31
SF16-BE-r2-p2747,34.44,0.68,13.32,59.45,2.71,12.57,11.21,91.98,0.92,3.19,38.1,73.81,64.49,65.26,27.4,89.75,1.51,66.48,18.4,31.25,27.51
SF16-BE-r2-p2751,34.68,0.6,10.6,61.01,2.48,8.23,19.01,91.55,0.95,5.43,34.26,73.37,61.3,58.69,26.62,68.2,0.56,68.72,17.43,29.25,28.18
SF16-BE-r2-p2755,38.59,0.65,13.01,64.77,1.45,10.23,21.03,90.53,1.06,3.04,37.24,82.03,63.3,61.07,21.55,63.02,0.11,72.76,13.34,35.55,28.49
SF16-BE-r2-p2763,37.85,0.64,8.49,65.11,2.87,5.46,19.36,92.25,0.91,6.27,29.65,69.04,58.55,54.16,24.02,25.94,0.6,63.66,16.25,31.58,28.82
SF16-BE-r2-p2771,31.69,0.61,6.89,58.26,2.92,4.38,28.56,91.18,0.84,5.41,33.96,69.02,62.12,59.4,34.4,6.89,0.41,63.68,23.19,26.28,27.24
SF16-BE-r2-p2775,31.66,0.61,9.34,57.91,2.88,6.98,26.28,91.53,0.9,5.65,34.1,70.19,61.27,59.47,31.55,43.87,0.59,64.59,18.71,26.01,26.67
SF16-BE-r2-p2779,34.31,0.62,10.56,60.65,2.43,8.23,28.95,90.67,0.98,4.39,35.67,76.99,62.27,60.32,28.12,49.52,0.14,69.06,16.75,29.92,28.52
SF16-BE-r2-p2787,34.08,0.62,11.55,59.94,2.02,8.65,22.97,91.21,0.93,4.86,35.6,73.94,62.66,60.62,26.64,51.24,0.7,68.85,18.01,29.22,27.79
SF16-BE-r2-p2791,36.28,0.64,12.4,62.61,3.44,10.23,20.72,92.46,0.95,6,31.96,70.69,58.85,56.76,22.52,92.59,0.85,64.02,11.15,30.28,27.87
SF16-BE-r2-p2795,44.89,0.82,14.35,69.4,0.48,10.81,3.3,90.71,1.04,4.48,33.44,78.52,60.2,57.91,16.78,25.36,0.62,67.88,10.1,40.41,26.41
SF16-BE-r2-p2799,35.27,0.57,8.48,60.89,2.6,7.44,23.62,91.86,0.91,6.05,32.6,68.68,60.33,56.18,27.52,63.18,0.74,65.44,18.21,29.22,26.86
SF16-BE-r2-p2803,35.68,0.7,11.91,60.5,3.04,10.26,24.54,91.2,0.96,4.62,34.67,72.58,61.46,59.67,23.67,51.58,0.79,67.95,14.64,31.06,25.92
SF16-BE-r2-p2807,41.36,0.76,14.82,65.98,0.62,9.39,-2.74,91,1.13,5.01,36.48,93.98,61.75,59.43,17.04,60.19,0.43,81.57,11.14,36.35,27.63
SF16-BE-r2-p2811,38.75,0.63,7.8,66.59,2.22,5.4,19.91,92.51,0.87,6.46,29.42,67.18,58.48,53.69,23.1,26.41,0.59,62.58,16.4,32.29,29.31
SF16-BE-r2-p2827,36,0.65,7.68,62.23,2.81,6.11,26.36,90.83,0.97,5.21,33,80.25,60.43,56.55,27.17,24.17,0.15,68.54,15.85,30.79,28.23
SF16-BE-r2-p2831,40.41,0.66,11.19,67.51,2.03,8.28,15.37,92.07,0.99,5.8,31.44,77.26,58.88,54.8,18.93,57.28,0.51,68.24,11.05,34.61,29.26
SF16-BE-r2-p2835,36.37,0.54,9.82,64.52,2.87,8.51,29.14,91.57,0.94,4.64,33.08,74.31,61.11,57.33,23.45,68.13,0.21,67.12,11.69,31.73,30.19
SF16-BE-r2-p2839,39.68,0.69,11.64,66,3.2,9.29,15.15,91.82,1.02,5.33,31.46,70.39,58.83,56.54,21.44,68.67,0.53,63.11,12.38,34.35,28.06
SF16-BE-r2-p2843,43.62,0.79,15.02,66.77,0.45,9.92,-15.05,91.1,1.12,5.17,36.15,87.11,61.38,60.77,18.97,62.71,0.85,75.7,13.63,38.45,26.04
SF16-BE-r2-p2847,37.86,0.73,13.35,62.88,1.56,11.06,5.43,91.13,1.03,4.58,37.24,78.3,62.41,62.39,21.71,74.97,0.96,71.67,14.5,33.28,27.16
SF16-BE-r2-p2851,36.54,0.61,14.56,60.17,2.17,12.86,20.04,91.19,1.04,3.37,37.96,69.49,63.62,63.57,24.21,114.85,0.69,66.94,15.34,33.17,25.54
SF16-BE-r2-p2855,40.04,0.71,13.67,65.71,1.19,9.59,3.78,91.32,1.09,4.76,36.1,87.01,61.81,59.7,18.58,73.86,0.53,77.12,12.18,35.28,28.35
SF16-BE-r2-p2859,39.07,0.66,8.22,65.5,3.66,6.37,24.8,92.69,0.92,5.71,28.82,63.81,58.01,53.66,22.39,31.24,0.66,60.03,14.69,33.36,27.8
SF16-BE-r2-p2867,37.36,0.54,6.74,63.66,3.32,5.09,24.27,92.64,0.85,6.1,29.24,61.51,59.06,54.65,27.89,51.26,0.55,58.72,17.43,31.26,28.01
SF16-BE-r2-p2871,36.93,0.52,7.5,62.65,2.75,5.57,22.92,92.76,0.83,5.79,30.27,64.91,60,55.74,28.06,47.12,0.83,60.89,17.56,31.14,27.36
SF16-BE-r2-p2875,36.48,0.66,10.12,63.8,2.71,6.95,22,92.1,0.92,5.89,31.74,71.67,59.5,56.32,24.08,34.91,0.66,65.29,15.8,30.59,28.79
SF16-BE-r2-p2879,32.65,0.59,8.24,58.83,3.2,5.75,25.76,91.89,0.83,5.26,33.31,67.21,61.63,58.51,28.8,31.22,0.72,64.45,19.81,27.39,27.48
SF16-BE-r2-p2887,49.84,0.91,14.15,73.17,-0.56,10.27,-22.25,91.73,1.12,4.6,34.54,81.03,60.35,60.19,12.93,62.35,0.84,68.92,4.25,45.24,27.29
SF16-BE-r2-p2891,36.86,0.63,11.86,63.76,3.01,9.99,22.75,91.72,1.02,4.69,33.97,72.39,60.75,58.45,22.14,92.19,0.44,67.38,13.08,32.17,28.86
SF16-BE-r2-p2895,39.75,0.74,13.89,64.04,2.05,11.62,-1.84,91.18,1.08,3.68,37.13,73.81,62.72,62.74,20.42,89.35,1.08,69.11,15.95,36.07,26.74
SF16-BE-r2-p2899,33.34,0.59,10.1,58.35,2.83,8.67,33.46,91.54,0.87,5.68,33.41,66.95,60.94,58.13,28.9,61.78,0.57,63.89,18.12,27.66,25.68
SF16-BE-r2-p2907,36.13,0.48,8.94,63.19,3.33,7.79,27.82,92.18,0.86,5.07,31.76,66.68,60.82,57.14,26.56,70.75,0.44,62.39,14.2,31.06,28.87
SF16-BE-r2-p2911,39.85,0.68,9.36,66.15,1.59,5.72,4.19,92.38,0.93,5.75,31.93,71.29,60.06,56.68,22.44,30.47,1.07,67.96,19.21,34.1,28.6
SF16-BE-r2-p2915,30.97,0.6,6.72,56.01,2.38,4.28,13.81,91.26,0.87,4.85,36.58,69.71,64.13,62.22,33.37,19.44,0.89,68.54,27.78,26.12,26.41
SF16-BE-r2-p2919,27.07,0.5,6.89,51.7,3.16,5.27,14.04,93.06,0.84,4.91,36.65,70.02,65.21,64.03,41.28,37.18,1.27,65.28,30.96,22.16,26.62
SF16-BE-r2-p2923,28.92,0.53,5.97,51.39,2.72,5.25,23.9,91.19,0.81,4.73,37.27,70.19,64.91,63,37.05,38.32,0.98,67.23,27.03,24.19,25.97
SF16-BE-r2-p2927,27.67,0.56,6.17,52.57,2.26,2.87,21.75,91.44,0.81,5.19,36.94,69.61,65.05,62.97,37.49,-3.43,1.02,69.11,31.44,22.48,25.44
SF16-BE-r2-p2931,35.37,0.57,11.95,61.51,2.48,10.7,22.21,91.34,1,4,36.46,69.66,62.96,61.75,25.35,104.46,0.46,67.58,15.92,31.37,28.23
SF16-BE-r2-p2935,37.58,0.55,8.49,63.9,2.27,6.99,23.89,92.38,0.89,5.57,31.75,68.16,60.36,55.83,25.66,56.43,0.47,63.93,15.77,32.01,27.56
SF16-BE-r2-p2939,39.75,0.74,12.38,63.92,1.76,8.73,-2.54,90.93,1.1,5.2,35.24,81.01,60.89,59.27,23.25,59.41,0.53,72.78,16.94,34.55,26.71
SF16-BE-r2-p2943,43.73,0.87,10.19,68.19,1.06,9.27,-2.98,91.99,1.15,5.45,31.93,75.03,58.73,57.33,23.02,86.74,0.31,62.43,6.05,38.28,30.11
SF16-BE-r2-p2947,37.38,0.52,8.22,64.46,2.81,6.72,24.9,92.19,0.91,5.5,30.8,67.62,59.81,55,26.1,53.57,0.36,63.64,14.9,31.88,28.57
SF16-BE-r2-p2951,34.87,0.56,11.42,63.23,3.07,9,33.11,90.77,1.04,3.32,35.77,86.84,62.63,58.69,21.71,61.83,-0.16,74.53,9.1,31.55,31.11
SF16-BE-r2-p2955,33.97,0.57,7.34,60.88,3.49,8.17,19.69,93.03,0.74,7.15,29.79,69.8,59.06,55.15,32.59,58.86,0.76,59.85,20.55,26.82,29.17
SF16-BE-r2-p2959,40.34,0.7,7.74,67.43,3.27,5.11,25.84,91.97,0.95,6.19,27.86,68.02,57.01,51.81,23.1,-0.36,0.16,61.42,14.47,34.15,27.93
SF16-BE-r2-p2963,37.6,0.71,14.51,61.49,2.43,12.69,8.11,90.85,1.11,3.82,38.23,73.55,63.18,63.94,22.77,121.68,0.52,69.84,14.9,33.78,25.92
SF16-BE-r2-p2967,41.14,0.71,14.95,67.01,2.92,12.21,9.85,91.18,1.12,3.14,36.17,75.75,62.45,61.46,16.99,104.74,0.48,68.79,11.27,38,28.16
SF16-BE-r2-p2971,39.07,0.66,12.06,65.67,2.24,8.85,13.29,91.72,1.03,5.45,33.08,78.85,59.98,56.76,20.49,68.41,0.47,70.41,12.01,33.62,28.67
SF16-BE-r2-p2975,39.28,0.72,12.79,64.51,3.61,9.68,5.69,91.24,1.14,4.99,33.24,78.99,59.28,57.45,21.74,78.85,0.32,69.84,12.67,34.29,27.71
SF16-BE-r2-p2979,34.86,0.57,7.73,60.82,4.04,7.49,18.55,93.34,0.89,5.3,31.44,68.72,60.47,57.42,32.42,66.52,0.88,59.91,18.35,29.56,28.35
SF16-BE-r2-p2983,39.07,0.73,11.03,62.71,2.44,11.59,5.75,92.26,0.91,4.3,34.28,71.68,61.71,60.18,25.49,71.92,1.14,63.51,17.97,34.77,28.65
SF16-BE-r2-p2987,37.77,0.72,11.85,61.06,3.27,12.47,7.68,92.25,0.99,4.32,34.77,71.54,61.24,60.53,26.51,94.5,0.97,64.7,16.54,33.45,25.79
SF16-BE-r2-p2995,39,0.67,14.05,63.46,1.95,11.49,14.41,91.55,1.04,4.01,36.32,71.35,62.09,61.66,23.11,99.76,0.52,67.5,14.59,34.99,26.14
SF16-BE-r2-p2999,35.09,0.59,12.59,60.23,3.17,12.02,23.51,91.46,0.96,5.16,33.86,67.16,61.15,59.66,24.47,120.46,0.6,64.04,13.65,29.93,27.05
SF16-BE-r2-p3003,30.78,0.5,7.5,54.22,3.1,6.06,26.09,91.77,0.87,5.12,35.02,67.75,63.41,60.56,33.65,51.91,0.88,65.7,24.52,25.66,24.83
SF16-BE-r2-p3007,36.63,0.56,7.68,63.24,3.19,5.67,22.98,92.36,0.9,5.28,31.32,65.75,60.28,55.88,26.46,45.68,0.56,62.63,17.81,31.35,27.76
SF16-BE-r2-p3011,40.04,0.68,13.07,65.91,2.4,10.18,9.44,91.56,1.08,4.33,34.74,80.32,60.7,58.42,19.15,83.72,0.58,70.59,11.15,35.71,28.18
SF16-BE-r2-p3015,44.99,0.77,6.62,72.73,3.25,3.55,25.21,92.44,0.96,6.73,23.78,70.92,54.29,46.92,18.4,-22.63,-0.02,59.37,9.3,38.26,28.98
SF16-BE-r2-p3019,32.6,0.47,13.83,57.47,3.42,13.23,32.51,91.34,0.96,3.82,36.55,71.13,63.86,62.97,26.71,141.21,0.63,65.07,12.58,28.78,26.79
SF16-BE-r2-p3023,30.73,0.4,5.13,53.16,2.25,5.51,16.61,91.53,0.78,5.21,35.92,69.42,65.32,61.59,38.66,61.25,0.96,65.53,28.11,25.52,24.13
SF16-BE-r2-p3027,42.21,0.72,14.78,66.91,0.84,10.84,-1.12,91.25,1.09,4.32,36.09,84.89,61.69,59.77,18.38,65.43,0.92,73.77,13.12,37.89,27.34
SF16-BE-r2-p3031,36.9,0.65,12.83,62.46,3.65,10.45,22.93,91.86,1.01,5.14,32.18,73.56,59.28,56.14,22.16,81.4,0.59,65.79,10.63,31.76,26.88
SF16-BE-r2-p3035,37.67,0.7,13.75,63.36,3.07,11.14,16.57,90.75,1.1,3.33,36.76,81.49,62.21,61.11,20.87,81.66,0.34,72.31,11.22,34.34,27.7
SF16-BE-r2-p3039,42.68,0.82,13.94,63.1,1.92,11.28,-16.79,91.61,1.08,3.52,36.78,73.11,62.73,61.73,19.96,90.59,1.43,68.11,15.09,39.16,25.48
SF16-BE-r2-p3043,49.44,0.92,15.82,70.45,-0.64,12.61,-30.77,90.44,1.18,4.33,36.79,83.89,61.51,62.9,16.81,94.93,0.72,71.16,5.99,45.11,25.99
SF16-BE-r2-p3047,37.88,0.6,10.77,64.59,3.12,8.64,19.41,91.87,0.98,5.19,31.52,71.14,59.29,55.55,22.05,69.01,0.55,65.41,14.34,32.69,28.89
SF16-BE-r2-p3051,38.6,0.55,10.49,66.21,2.46,8.82,31.97,92.26,0.9,6.14,29.72,71.08,58.41,53.11,22.05,68.33,0.28,64.27,9.3,32.46,28.54
