PlotID,PI,Ra,Rw,XofY,TAG,Con,Barcode,End
SF-BE-r2-p1631,PI_569445,3,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1631,
SF-BE-r1-p0145,PI_564163,4,1,1 of 4,,,SF-BE-r1-p0145,
SF-BE-r1-p0147,PI_564163,4,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0147,ANTHESIS
SF-BE-r1-p0147,PI_564163,4,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0147,MATURITY
SF-BE-r1-p0147,PI_564163,4,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0147,
SF-BE-r1-p0149,PI_197542,4,5,1 of 4,,,SF-BE-r1-p0149,
SF-BE-r1-p0151,PI_197542,4,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0151,ANTHESIS
SF-BE-r1-p0151,PI_197542,4,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0151,MATURITY
SF-BE-r1-p0151,PI_197542,4,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0151,
SF-BE-r1-p0153,PI_146890,4,9,1 of 4,,,SF-BE-r1-p0153,
SF-BE-r1-p0155,PI_146890,4,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0155,ANTHESIS
SF-BE-r1-p0155,PI_146890,4,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0155,MATURITY
SF-BE-r1-p0155,PI_146890,4,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0155,
SF-BE-r1-p0157,PI_218112,4,13,1 of 4,,,SF-BE-r1-p0157,
SF-BE-r1-p0159,PI_218112,4,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0159,ANTHESIS
SF-BE-r1-p0159,PI_218112,4,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0159,MATURITY
SF-BE-r1-p0159,PI_218112,4,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0159,
SF-BE-r1-p0161,PI_330195,4,17,1 of 4,,,SF-BE-r1-p0161,
SF-BE-r1-p0163,PI_330195,4,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0163,ANTHESIS
SF-BE-r1-p0163,PI_330195,4,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0163,MATURITY
SF-BE-r1-p0163,PI_330195,4,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0163,
SF-BE-r1-p0165,PI_569886,4,21,1 of 4,,,SF-BE-r1-p0165,
SF-BE-r1-p0167,PI_569886,4,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0167,ANTHESIS
SF-BE-r1-p0167,PI_569886,4,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0167,MATURITY
SF-BE-r1-p0167,PI_569886,4,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0167,
SF-BE-r1-p0169,PI_569447,4,25,1 of 4,,,SF-BE-r1-p0169,
SF-BE-r1-p0171,PI_569447,4,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0171,ANTHESIS
SF-BE-r1-p0171,PI_569447,4,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0171,MATURITY
SF-BE-r1-p0171,PI_569447,4,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0171,
SF-BE-r1-p0173,PI_329310,4,29,1 of 4,,,SF-BE-r1-p0173,
SF-BE-r1-p0175,PI_329310,4,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0175,ANTHESIS
SF-BE-r1-p0175,PI_329310,4,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0175,MATURITY
SF-BE-r1-p0175,PI_329310,4,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0175,
SF-BE-r1-p0177,PI_505722,4,33,1 of 4,,,SF-BE-r1-p0177,
SF-BE-r1-p0179,PI_505722,4,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0179,ANTHESIS
SF-BE-r1-p0179,PI_505722,4,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0179,MATURITY
SF-BE-r1-p0179,PI_505722,4,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0179,
SF-BE-r1-p0181,PI_329519,4,37,1 of 4,,,SF-BE-r1-p0181,
SF-BE-r1-p0183,PI_329519,4,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0183,ANTHESIS
SF-BE-r1-p0183,PI_329519,4,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0183,MATURITY
SF-BE-r1-p0183,PI_329519,4,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0183,
SF-BE-r1-p0185,PI_156203,4,41,1 of 4,,,SF-BE-r1-p0185,
SF-BE-r1-p0187,PI_156203,4,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0187,ANTHESIS
SF-BE-r1-p0187,PI_156203,4,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0187,MATURITY
SF-BE-r1-p0187,PI_156203,4,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0187,
SF-BE-r1-p0189,PI_329841,4,45,1 of 4,,,SF-BE-r1-p0189,
SF-BE-r1-p0191,PI_329841,4,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0191,ANTHESIS
SF-BE-r1-p0191,PI_329841,4,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0191,MATURITY
SF-BE-r1-p0191,PI_329841,4,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0191,
SF-BE-r2-p1633,PI_152751,4,49,1 of 4,,,SF-BE-r2-p1633,
SF-BE-r2-p1635,PI_152751,4,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1635,ANTHESIS
SF-BE-r2-p1635,PI_152751,4,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1635,MATURITY
SF-BE-r2-p1635,PI_152751,4,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1635,
SF-BE-r2-p1637,PI_562970,4,53,1 of 4,,,SF-BE-r2-p1637,
SF-BE-r2-p1639,PI_562970,4,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1639,ANTHESIS
SF-BE-r2-p1639,PI_562970,4,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1639,MATURITY
SF-BE-r2-p1639,PI_562970,4,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1639,
SF-BE-r2-p1641,PI_453696,4,57,1 of 4,,,SF-BE-r2-p1641,
SF-BE-r2-p1643,PI_453696,4,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1643,ANTHESIS
SF-BE-r2-p1643,PI_453696,4,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1643,MATURITY
SF-BE-r2-p1643,PI_453696,4,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1643,
SF-BE-r2-p1645,PI_273969,4,61,1 of 4,,,SF-BE-r2-p1645,
SF-BE-r2-p1647,PI_273969,4,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1647,ANTHESIS
SF-BE-r2-p1647,PI_273969,4,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1647,MATURITY
SF-BE-r2-p1647,PI_273969,4,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1647,
SF-BE-r2-p1649,PI_297171,4,65,1 of 4,,,SF-BE-r2-p1649,
SF-BE-r2-p1651,PI_297171,4,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1651,ANTHESIS
SF-BE-r2-p1651,PI_297171,4,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1651,MATURITY
SF-BE-r2-p1651,PI_297171,4,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1651,
SF-BE-r2-p1653,PI_266927,4,69,1 of 4,,,SF-BE-r2-p1653,
SF-BE-r2-p1655,PI_266927,4,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1655,ANTHESIS
SF-BE-r2-p1655,PI_266927,4,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1655,MATURITY
SF-BE-r2-p1655,PI_266927,4,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1655,
SF-BE-r2-p1657,PI_154944,4,73,1 of 4,,,SF-BE-r2-p1657,
SF-BE-r2-p1659,PI_154944,4,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1659,ANTHESIS
SF-BE-r2-p1659,PI_154944,4,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1659,MATURITY
SF-BE-r2-p1659,PI_154944,4,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1659,
SF-BE-r2-p1661,PI_505717,4,77,1 of 4,,,SF-BE-r2-p1661,
SF-BE-r2-p1663,PI_505717,4,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1663,ANTHESIS
SF-BE-r2-p1663,PI_505717,4,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1663,MATURITY
SF-BE-r2-p1663,PI_505717,4,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1663,
SF-BE-r2-p1665,PI_152965,4,81,1 of 4,,,SF-BE-r2-p1665,
SF-BE-r2-p1667,PI_152965,4,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1667,ANTHESIS
SF-BE-r2-p1667,PI_152965,4,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1667,MATURITY
SF-BE-r2-p1667,PI_152965,4,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1667,
SF-BE-r2-p1669,PI_145632,4,85,1 of 4,,,SF-BE-r2-p1669,
SF-BE-r2-p1671,PI_145632,4,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1671,ANTHESIS
SF-BE-r2-p1671,PI_145632,4,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1671,MATURITY
SF-BE-r2-p1671,PI_145632,4,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1671,
SF-BE-r2-p1673,PI_175919,4,89,1 of 4,,,SF-BE-r2-p1673,
SF-BE-r2-p1675,PI_175919,4,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1675,ANTHESIS
SF-BE-r2-p1675,PI_175919,4,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1675,MATURITY
SF-BE-r2-p1675,PI_175919,4,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1675,
SF-BE-r2-p1677,PI_534120,4,93,1 of 4,,,SF-BE-r2-p1677,
SF-BE-r2-p1679,PI_534120,4,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1679,ANTHESIS
SF-BE-r2-p1679,PI_534120,4,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1679,MATURITY
SF-BE-r2-p1679,PI_534120,4,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1679,
SF-BE-r2-p1681,FILL,4,97,1 of 4,,,SF-BE-r2-p1681,
SF-BE-r2-p1683,FILL,4,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1683,ANTHESIS
SF-BE-r2-p1683,FILL,4,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1683,MATURITY
SF-BE-r2-p1683,FILL,4,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1683,
SF-BE-r1-p0193,PI_533902,5,1,1 of 4,,,SF-BE-r1-p0193,
SF-BE-r1-p0195,PI_533902,5,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0195,ANTHESIS
SF-BE-r1-p0195,PI_533902,5,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0195,MATURITY
SF-BE-r1-p0195,PI_533902,5,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0195,
SF-BE-r1-p0197,PI_641821,5,5,1 of 4,,,SF-BE-r1-p0197,
SF-BE-r1-p0199,PI_641821,5,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0199,ANTHESIS
SF-BE-r1-p0199,PI_641821,5,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0199,MATURITY
SF-BE-r1-p0199,PI_641821,5,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0199,
SF-BE-r1-p0201,PI_641836,5,9,1 of 4,,,SF-BE-r1-p0201,
SF-BE-r1-p0203,PI_641836,5,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0203,ANTHESIS
SF-BE-r1-p0203,PI_641836,5,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0203,MATURITY
SF-BE-r1-p0203,PI_641836,5,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0203,
SF-BE-r1-p0205,PI_651496,5,13,1 of 4,,,SF-BE-r1-p0205,
SF-BE-r1-p0207,PI_651496,5,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0207,ANTHESIS
SF-BE-r1-p0207,PI_651496,5,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0207,MATURITY
SF-BE-r1-p0207,PI_651496,5,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0207,
SF-BE-r1-p0209,PI_569433,5,17,1 of 4,,,SF-BE-r1-p0209,
SF-BE-r1-p0211,PI_569433,5,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0211,ANTHESIS
SF-BE-r1-p0211,PI_569433,5,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0211,MATURITY
SF-BE-r1-p0211,PI_569433,5,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0211,
SF-BE-r1-p0213,PI_569419,5,21,1 of 4,,,SF-BE-r1-p0213,
SF-BE-r1-p0215,PI_569419,5,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0215,ANTHESIS
SF-BE-r1-p0215,PI_569419,5,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0215,MATURITY
SF-BE-r1-p0215,PI_569419,5,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0215,
SF-BE-r1-p0217,PI_329699,5,25,1 of 4,,,SF-BE-r1-p0217,
SF-BE-r1-p0219,PI_329699,5,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0219,ANTHESIS
SF-BE-r1-p0219,PI_329699,5,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0219,MATURITY
SF-BE-r1-p0219,PI_329699,5,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0219,
SF-BE-r1-p0221,PI_330833,5,29,1 of 4,,,SF-BE-r1-p0221,
SF-BE-r1-p0223,PI_330833,5,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0223,ANTHESIS
SF-BE-r1-p0223,PI_330833,5,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0223,MATURITY
SF-BE-r1-p0223,PI_330833,5,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0223,
SF-BE-r1-p0225,PI_569416,5,33,1 of 4,,,SF-BE-r1-p0225,
SF-BE-r1-p0227,PI_569416,5,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0227,ANTHESIS
SF-BE-r1-p0227,PI_569416,5,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0227,MATURITY
SF-BE-r1-p0227,PI_569416,5,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0227,
SF-BE-r1-p0229,PI_154844,5,37,1 of 4,,,SF-BE-r1-p0229,
SF-BE-r1-p0231,PI_154844,5,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0231,ANTHESIS
SF-BE-r1-p0231,PI_154844,5,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0231,MATURITY
SF-BE-r1-p0231,PI_154844,5,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0231,
SF-BE-r1-p0233,CHECK,5,41,1 of 4,,,SF-BE-r1-p0233,
SF-BE-r1-p0235,CHECK,5,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0235,ANTHESIS
SF-BE-r1-p0235,CHECK,5,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0235,MATURITY
SF-BE-r1-p0235,CHECK,5,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0235,
SF-BE-r1-p0237,PI_255239,5,45,1 of 4,,,SF-BE-r1-p0237,
SF-BE-r1-p0239,PI_255239,5,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0239,ANTHESIS
SF-BE-r1-p0239,PI_255239,5,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0239,MATURITY
SF-BE-r1-p0239,PI_255239,5,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0239,
SF-BE-r2-p1685,PI_563222,5,49,1 of 4,,,SF-BE-r2-p1685,
SF-BE-r2-p1687,PI_563222,5,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1687,ANTHESIS
SF-BE-r2-p1687,PI_563222,5,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1687,MATURITY
SF-BE-r2-p1687,PI_563222,5,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1687,
SF-BE-r2-p1689,PI_569455,5,53,1 of 4,,,SF-BE-r2-p1689,
SF-BE-r2-p1691,PI_569455,5,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1691,ANTHESIS
SF-BE-r2-p1691,PI_569455,5,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1691,MATURITY
SF-BE-r2-p1691,PI_569455,5,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1691,
SF-BE-r2-p1693,PI_569458,5,57,1 of 4,,,SF-BE-r2-p1693,
SF-BE-r2-p1695,PI_569458,5,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1695,ANTHESIS
SF-BE-r2-p1695,PI_569458,5,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1695,MATURITY
SF-BE-r2-p1695,PI_569458,5,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1695,
SF-BE-r2-p1697,PI_569420,5,61,1 of 4,,,SF-BE-r2-p1697,
SF-BE-r2-p1699,PI_569420,5,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1699,ANTHESIS
SF-BE-r2-p1699,PI_569420,5,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1699,MATURITY
SF-BE-r2-p1699,PI_569420,5,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1699,
SF-BE-r2-p1701,PI_152963,5,65,1 of 4,,,SF-BE-r2-p1701,
SF-BE-r2-p1703,PI_152963,5,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1703,ANTHESIS
SF-BE-r2-p1703,PI_152963,5,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1703,MATURITY
SF-BE-r2-p1703,PI_152963,5,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1703,
SF-BE-r2-p1705,PI_570091,5,69,1 of 4,,,SF-BE-r2-p1705,
SF-BE-r2-p1707,PI_570091,5,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1707,ANTHESIS
SF-BE-r2-p1707,PI_570091,5,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1707,MATURITY
SF-BE-r2-p1707,PI_570091,5,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1707,
SF-BE-r2-p1709,PI_563338,5,73,1 of 4,,,SF-BE-r2-p1709,
SF-BE-r2-p1711,PI_563338,5,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1711,ANTHESIS
SF-BE-r2-p1711,PI_563338,5,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1711,MATURITY
SF-BE-r2-p1711,PI_563338,5,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1711,
SF-BE-r2-p1713,PI_156871,5,77,1 of 4,,,SF-BE-r2-p1713,
SF-BE-r2-p1715,PI_156871,5,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1715,ANTHESIS
SF-BE-r2-p1715,PI_156871,5,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1715,MATURITY
SF-BE-r2-p1715,PI_156871,5,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1715,
SF-BE-r2-p1717,PI_641807,5,81,1 of 4,,,SF-BE-r2-p1717,
SF-BE-r2-p1719,PI_641807,5,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1719,ANTHESIS
SF-BE-r2-p1719,PI_641807,5,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1719,MATURITY
SF-BE-r2-p1719,PI_641807,5,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1719,
SF-BE-r2-p1721,PI_217691,5,85,1 of 4,,,SF-BE-r2-p1721,
SF-BE-r2-p1723,PI_217691,5,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1723,ANTHESIS
SF-BE-r2-p1723,PI_217691,5,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1723,MATURITY
SF-BE-r2-p1723,PI_217691,5,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1723,
SF-BE-r2-p1725,PI_152966,5,89,1 of 4,,,SF-BE-r2-p1725,
SF-BE-r2-p1727,PI_152966,5,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1727,ANTHESIS
SF-BE-r2-p1727,PI_152966,5,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1727,MATURITY
SF-BE-r2-p1727,PI_152966,5,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1727,
SF-BE-r2-p1729,PI_365512,5,93,1 of 4,,,SF-BE-r2-p1729,
SF-BE-r2-p1731,PI_365512,5,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1731,ANTHESIS
SF-BE-r2-p1731,PI_365512,5,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1731,MATURITY
SF-BE-r2-p1731,PI_365512,5,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1731,
SF-BE-r2-p1733,FILL,5,97,1 of 4,,,SF-BE-r2-p1733,
SF-BE-r2-p1735,FILL,5,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p1735,ANTHESIS
SF-BE-r2-p1735,FILL,5,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p1735,MATURITY
SF-BE-r2-p1735,FILL,5,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p1735,
SF-BE-r1-p0241,PI_181083,6,1,1 of 4,,,SF-BE-r1-p0241,
SF-BE-r1-p0243,PI_181083,6,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0243,ANTHESIS
SF-BE-r1-p0243,PI_181083,6,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0243,MATURITY
SF-BE-r1-p0243,PI_181083,6,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0243,
SF-BE-r1-p0245,PI_253986,6,5,1 of 4,,,SF-BE-r1-p0245,
SF-BE-r1-p0247,PI_253986,6,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0247,ANTHESIS
SF-BE-r1-p0247,PI_253986,6,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0247,MATURITY
SF-BE-r1-p0247,PI_253986,6,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0247,
SF-BE-r1-p0249,PI_181080,6,9,1 of 4,,,SF-BE-r1-p0249,
SF-BE-r1-p0251,PI_181080,6,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0251,ANTHESIS
SF-BE-r1-p0251,PI_181080,6,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0251,MATURITY
SF-BE-r1-p0251,PI_181080,6,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0251,
SF-BE-r1-p0253,Check,6,13,1 of 4,,,SF-BE-r1-p0253,
SF-BE-r1-p0255,Check,6,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0255,ANTHESIS
SF-BE-r1-p0255,Check,6,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0255,MATURITY
SF-BE-r1-p0255,Check,6,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0255,
SF-BE-r1-p0257,PI_570074,6,17,1 of 4,,,SF-BE-r1-p0257,
SF-BE-r1-p0259,PI_570074,6,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0259,ANTHESIS
SF-BE-r1-p0259,PI_570074,6,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0259,MATURITY
SF-BE-r1-p0259,PI_570074,6,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0259,
SF-BE-r1-p0261,PI_569462,6,21,1 of 4,,,SF-BE-r1-p0261,
SF-BE-r1-p0263,PI_569462,6,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0263,ANTHESIS
SF-BE-r1-p0263,PI_569462,6,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0263,MATURITY
SF-BE-r1-p0263,PI_569462,6,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0263,
SF-BE-r1-p0265,PI_329256,6,25,1 of 4,,,SF-BE-r1-p0265,
SF-BE-r1-p0267,PI_329256,6,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0267,ANTHESIS
SF-BE-r1-p0267,PI_329256,6,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0267,MATURITY
SF-BE-r1-p0267,PI_329256,6,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0267,
SF-BE-r1-p0269,PI_569435,6,29,1 of 4,,,SF-BE-r1-p0269,
SF-BE-r1-p0271,PI_569435,6,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0271,ANTHESIS
SF-BE-r1-p0271,PI_569435,6,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0271,MATURITY
SF-BE-r1-p0271,PI_569435,6,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0271,
SF-BE-r1-p0273,PI_329517,6,33,1 of 4,,,SF-BE-r1-p0273,
SF-BE-r1-p0275,PI_329517,6,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0275,ANTHESIS
SF-BE-r1-p0275,PI_329517,6,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0275,MATURITY
SF-BE-r1-p0275,PI_329517,6,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0275,
SF-BE-r1-p0277,PI_569264,6,37,1 of 4,,,SF-BE-r1-p0277,
SF-BE-r1-p0279,PI_569264,6,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0279,ANTHESIS
SF-BE-r1-p0279,PI_569264,6,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0279,MATURITY
SF-BE-r1-p0279,PI_569264,6,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0279,
SF-BE-r1-p0281,PI_329702,6,41,1 of 4,,,SF-BE-r1-p0281,
